apellido,nombre,titulo,genero,tema,recomendado,calificacion,codigo,editorial,disponible,zona
BRETÓN DE LOS HERREROS,MANUEL,EL PELO DE LA DEHESA,TEATRO,—,,L-A1,11-BRE-PEL,CÁTEDRA,True,Pequeños
BROCH,HERMANN,LA MUERTE DE VIRGILIO,NOVELA,HISTÓRICA,,P-B1,12-BRO-MUE,ALIANZA,True,Sala de Estar
BRONTË,ANNE,LA INQUINA DE WILDFELL HALL,NOVELA,DRAMA,,—,04-BRO-INQ,ALBA,True,Pequeños
BRONTË,CHARLOTTE,JANE EYRE,NOVELA,DRAMA,,L-A2,04-BRO-JAN,CÍRCULO DE LECTORES,True,Pequeños
BRONTË,CHARLOTTE,JANE EYRE,NOVELA,DRAMA,●,L-A2,12-BRO-JAN,AUSTRAL,True,Sala de Estar
BRONTË,EMILY,CUMBRES BORRASCOSAS,NOVELA,DRAMA,,L-A2,04-BRO-CUM,DESTINO,True,Pequeños
BROOKER,ANITA,LEWIS PERCY,NOVELA,INGLÉS,,—,18-BRO-LEW,PENGUIN,True,Pequeños
BUCAY,JORGE,CARTAS PARA CLAUDIA,ENSAYO,PEDAGOGÍA/CIENCIA,,L-B1,19-BUC-CAR,INTEGRAL,True,Pequeños
BUCAY,JORGE,DEJAME QUE TE CUENTE,ENSAYO,PEDAGOGÍA/CIENCIA,,L-B1,19-BUC-DEJ,INTEGRAL,True,Pequeños
BUCAY,JORGE LUIS,DÉJAME QUE TE CUENTE…,RELATO(S),—,,L-B2,22-BUC-DEJ,RBA,True,Primera Planta
BUCK,PEARL S.,LA BUENA TIERRA,NOVELA,DRAMA,●,L-B1,04-BUC-BUE,JUVENTUD,True,Pequeños
BUERO VALLEJO,ANTONIO,SUMMA: EL CONCIERTO DE SAN OVIDIO,TEATRO,—,,L-B1,12-BUE-SUM,AUSTRAL,True,Sala de Estar
BUERO VALLEJO,ANTONIO,SUMMA: EL SUEÑO DE LA RAZÓN,TEATRO,—,,L-B1,12-BUE-SUM,AUSTRAL,True,Sala de Estar
BUERO VALLEJO,ANTONIO,SUMMA: EL TRAGALUZ,TEATRO,—,●,L-B1,12-BUE-SUM,AUSTRAL,True,Sala de Estar
BUERO VALLEJO,ANTONIO,SUMMA: EN LA ARDIENTE OSCURIDAD,TEATRO,—,●,L-B1,12-BUE-SUM,AUSTRAL,True,Sala de Estar
BUERO VALLEJO,ANTONIO,SUMMA: HISTORIA DE UNA ESCALERA,TEATRO,—,●,L-A2,12-BUE-SUM,AUSTRAL,True,Sala de Estar
BUERO VALLEJO,ANTONIO,SUMMA: LA FUNDACIÓN,TEATRO,—,,L-B1,12-BUE-SUM,AUSTRAL,True,Sala de Estar
BUERO VALLEJO,ANTONIO,SUMMA: LA MISIÓN AL PUEBLO DESIERTO,TEATRO,—,,—,12-BUE-SUM,AUSTRAL,True,Sala de Estar
BULGAKOV,MIJAÍL,MORFINA,NOVELA,DRAMA,●,L-A2,12-BUL-MOR,ANAGRAMA,True,Sala de Estar
BUNIN,IVAN,EL MAESTRO,NOVELA,DRAMA,,L-A2,04-FAU-CIU,-,True,Pequeños
"BURPO, TODD","VINCENT, LYNN",EL CIELO ES REAL,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-B1,20-BUR-CIE,ZETA,True,Pequeños
BUTTIGLIONE,ROCCO,LA PERSONA Y LA FAMILIA,ENSAYO,PEDAGOGÍA/CIENCIA,,P-A1,19-BUT-PER,PALABRA,True,Pequeños
CABALLERO,FERNÁN,LA FAMILIA DE ALVAREDA,NOVELA,DRAMA,,L-A2,04-CAB-FAM,CARALT,True,Pequeños
CABEZA DE VACA,ÁLVAR NUÑEZ,NAUFRAGIOS,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,●,L-A1,20-CAB-NAV,ORBIS,True,Pequeños
CABOT,JOSEP TOMÁS,INESPERADO ARCÁNGEL DE LA MAÑANA,NOVELA,HISTÓRICA,,L-B1,06-CAB-INE,PLANETA,True,Estudio Mayores
CACHO,JESÚS,EL NEGOCIO DE LA LIBERTAD,ENSAYO,POLÍTICA,,—,17-CAC-NEG,FOCA,True,Pequeños
CACUCCI,PINO,SAN ISIDRO FÚTBOL,NOVELA,AVENTURAS,,—,01-CAC-SAN,ROCA,True,Estudio Mayores
CADALSO,JOSÉ,CARTAS MARRUECAS,TEATRO,—,,L-A2,11-CAD-CAR,CÁTEDRA,True,Pequeños
CADALSO,JOSÉ,NOCHES LÚGUBRES,TEATRO,—,●,L-B1,11-CAD-CAR,CÁTEDRA,True,Pequeños
CALDERÓN DE LA BARCA,PEDRO ,EL GRAN MERCADO DEL MUNDO,TEATRO,—,●,L-A1,11-CAL-GRAN,CÁTEDRA,True,Pequeños
CALDERÓN DE LA BARCA,PEDRO ,EL GRAN TEATRO DEL MUNDO,TEATRO,—,●,L-A1,11-CAL-GRAN,CÁTEDRA,True,Pequeños
CALDERÓN DE LA BARCA,PEDRO ,EL MÁGICO PRODIGIOSO,TEATRO,—,●,L-A1,12-CAL-MAG,CÁTEDRA,True,Sala de Estar
CALDWELL,TAYLOR,EL GRAN LEÓN DE DIOS,NOVELA,HISTÓRICA,,L-B2,22-CAL-GRA,MAEVA,True,Primera Planta
CALDWELL,TAYLOR,LA COLUMNA DE HIERRO,NOVELA,HISTÓRICA,,L-B1,06-CAL-COL,MAEVA,True,Estudio Mayores
CALDWELL,TAYLOR,LA TIERRA DEL SEÑOR,NOVELA,HISTÓRICA,,L-B1,06-CAL-TIE,MAEVA,True,Estudio Mayores
CALDWELL,TAYLOR,MÉDICO DE CUERPOS Y ALMAS,NOVELA,HISTÓRICA,,L-B2,22-CAL-MED,MARTÍNEZ ROCA,True,Primera Planta
"CALDWELL, IAN","THOMASON, DUSTIN",EL ENIGMA DEL CUATRO,NOVELA,HISTÓRICA,,—,06-CAL-ENI,MARTÍNEZ ROCA,True,Estudio Mayores
CALVINO,ITALO,EL BARÓN RAMPANTE,NOVELA,AVENTURAS,●,L-B1,01-CAL-BAR,SIRUELA,True,Estudio Mayores
CALVINO,ITALO,EL VISCONDE DEMEDIADO,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,05-CAL-VIZ,SIRUELA,True,Estudio Mayores
CALVINO,ITALO,MARCOVALDO,NOVELA,AVENTURAS,●,L-A1,01-CAL-MAR,SIRUELA,True,Estudio Mayores
CALVO POYATO,JOSÉ,EL GRAN CAPITÁN,NOVELA,HISTÓRICA,,L-A1,06-CAL-GRA,PLAZA & JANÉS,True,Estudio Mayores
CAMBRONERO,CARLOS,ISABEL II,ENSAYO,HISTORIA,,P-A1,16-CAM-ISA,PALABRA,True,Pequeños
CANAVAGGIO,JEAN,CERVANTES,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,●,P-A2,20-CAN-CER,ESPASA,True,Pequeños
CANIN,ETHAN,AL OTRO LADO DEL MAR,NOVELA,BÉLICA,●,L-B1,12-CAN-OTR,SALAMANDRA,True,Sala de Estar
CAPOTE,TRUMAN,A SANGRE FRÍA,NOVELA,DRAMA,●,L-B1,12-CAP-SAN,ANAGRAMA,True,Sala de Estar
CAPOTE,TRUMAN,EL ARPA DE HIERBA,NOVELA,DRAMA,●,L-B1,12-CAP-ARP,ANAGRAMA,True,Sala de Estar
CAPOTE,TRUMAN,LOS PERROS LADRÁN,NOVELA,DRAMA,●,L-A2,12-CAP-PER,ANAGRAMA,True,Sala de Estar
CAPOTE,TRUMAN,NIÑOS EN SU CUMPLEAÑOS,RELATO(S),—,●,—,10-CAP-NIÑ,NÓRDICA,True,General
CÁRCEL ORTÍ,VICENTE,LA PERSECUCIÓN RELIGIOSA EN ESPAÑA DURANTE LA SEGUNDA REPÚBLICA (1931-1939),ENSAYO,HISTORIA,,P-A1,16-CAR-PER,RIALP,True,Pequeños
CÁRCEL ORTÍ,VICENTE,LA PERSECUCIÓN RELIGIOSA EN ESPAÑA DURANTE LA SEGUNDA REPÚBLICA (1931-1939),ENSAYO,HISTORIA,,P-A1,16-CAR-PER,RIALP,True,Pequeños
CARMAN,PATRICK,EL PLANETA OSCURO 3,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-CAR-PLA,EDICIONES B,True,Estudio Mayores
CARMAN,PATRICK,RÍOS DE FUEGO 2,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A1,05-CAR-RIO,EDICIONES B,True,Estudio Mayores
CARMONA MUELA,JUAN ANTONIO,ICONOGRAFÍA CRISTIANA,ENSAYO,ARTE,,—,15-CAR-ICO,AKAL,True,Pequeños
CARR,CALEB,EL ALIENISTA,NOVELA,NEGRA,,L-B2,22-CAR-ALI,CÍRCULO DE LECTORES,True,Primera Planta
CARROLL,LEWIS,ALICIA A TRAVÉS DEL ESPEJO,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,12-CAR-ALI,EDHASA,True,Sala de Estar
CARROLL,LEWIS,ALICIA EN EL PAÍS DE LAS MARAVILLAS,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,12-CAR-ALI,EDHASA,True,Sala de Estar
CARROLL,LEWIS,LA CAZA DEL SNARK,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,12-CAR-ALI,EDHASA,True,Sala de Estar
CARROLL,LEWIS,SILVIA Y BRUNO,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A1,12-CAR-SIL,EDHASA,True,Sala de Estar
CARTARESCU,MIRCEA,POR QUÉ NOS GUSTAN LAS MUJERES,RELATO(S),—,,—,12-CAR-POR,FUNANBULISTA,True,Sala de Estar
CASONA,ALEJANDRO,LA SIRENA VARADA,TEATRO,—,,L-A2,12-CAS-SIR,AUSTRAL,True,Sala de Estar
CASONA,ALEJANDRO,LOS ÁRBOLES MUEREN DE PIE,TEATRO,—,,L-A2,12-CAS-SIR,AUSTRAL,True,Sala de Estar
CASONA,ALEJANDRO,OBRAS COMPLETAS TOMO I,TEATRO,—,,L-A2,12-CAS-OB1,AGUILAR,True,Sala de Estar
CASONA,ALEJANDRO,OBRAS COMPLETAS TOMO II,TEATRO,—,,L-A2,12-CAS-OB2,AGUILAR,True,Sala de Estar
CATHER,WILLA,LA MUERTE LLAMA AL ARZOBISPO,NOVELA,AVENTURAS,,L-A2,12-CAT-MUE,CÁTEDRA,True,Sala de Estar
CATHER,WILLA,PIONEROS,NOVELA,DRAMA,,L-A1,12-CAT-PIO,ALBA,True,Sala de Estar
CAVA MESA,MARÍA JESÚS,ALEJANDRO DE LA SOTA. UN DANDY BILBAINO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,12-CAV-ALE,MUELLE DE URIBITARTE,True,Sala de Estar
CAVA MESA,MARÍA JESÚS,PEDRO ARRUPE. JESUITA Y BILBAÍNO UNIVERSAL,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,12-CAV-PED,MUELLE DE URIBITARTE,True,Sala de Estar
CEJAS,JOSÉ MIGUEL,EL BAILE TRAS LA TORMENTA,ENSAYO,FILOSOFÍA,,P-A1,13-CEJ-BAI,RIALP,True,Pequeños
CELA,CAMILO JOSÉ,CAFÉ DE ARTISTAS Y OTROS CUENTOS,RELATO(S),—,,L-A2,10-CEL-CAF,SALVAT,True,General
CELAYA,GABRIEL,"BUENOS DÍAS, BUENAS NOCHES",POESÍA,—,,—,09-CEL-BUE,HIPERIÓN,True,Pequeños
CERCAS,JAVIER,EL IMPOSTOR,NOVELA,DRAMA,,L-A2,04-CER-IMP,CÍRCULO DE LECTORES,True,Pequeños
CERCAS,JAVIER,EL INQUILINO,NOVELA,DRAMA,●,L-B1,12-CER-INQ,ACANTILADO,True,Sala de Estar
CERCAS,JAVIER,LA VELOCIDAD DE LA LUZ,NOVELA,BÉLICA,●,L-B1,12-CER-VEL,TUSQUETS,True,Sala de Estar
CERCAS,JAVIER,TERRA ALTA,NOVELA,NEGRA,,L-B1,08-CER-TER,PLANETA,True,Pequeños
CERVANTES,MIGUEL,DON QUIJOTE DE LA MANCHA,NOVELA,AVENTURAS,●,L-A2,01-CER-DO1,ORBIS,True,Estudio Mayores
CERVANTES,MIGUEL,DON QUIJOTE DE LA MANCHA,NOVELA,AVENTURAS,●,L-A2,01-CER-DO2,ORBIS,True,Estudio Mayores
CERVANTES,MIGUEL,DON QUIJOTE DE LA MANCHA,NOVELA,AVENTURAS,,L-A1,01-CER-DON,ESPASA-CALPE,True,Estudio Mayores
CERVANTES,MIGUEL,DON QUIJOTE DE LA MANCHA,NOVELA,AVENTURAS,,L-A1,12-CER-DO1,ESPASA-CALPE,True,Sala de Estar
CERVANTES,MIGUEL,DON QUIJOTE DE LA MANCHA,NOVELA,AVENTURAS,,L-A1,12-CER-DO2,ESPASA-CALPE,True,Sala de Estar
CERVANTES,MIGUEL,DON QUIJOTE DE LA MANCHA,NOVELA,AVENTURAS,,L-A1,12-CER-DO3,ESPASA-CALPE,True,Sala de Estar
CERVANTES,MIGUEL,DON QUIJOTE DE LA MANCHA,NOVELA,AVENTURAS,,L-A1,12-CER-DO4,ESPASA-CALPE,True,Sala de Estar
CERVANTES,MIGUEL,OBRAS COMPLETAS I,TEATRO,—,,L-A1,12-CER-OB1,CÁTEDRA,True,Sala de Estar
CERVANTES,MIGUEL,OBRAS COMPLETAS II,TEATRO,—,,L-A1,12-CER-OB2,CÁTEDRA,True,Sala de Estar
CHANDLER,DAVID,LAS CAMPAÑAS DE NAPOLEÓN,ENSAYO,HISTORIA,●,—,12-CHA-CAM,ESFERA DE LOS LIBROS,True,Sala de Estar
CHANDLER,RAYMOND,EL SUEÑO ETERNO,NOVELA,NEGRA,●,L-B1,12-CHA-SUE,ALIANZA,True,Sala de Estar
CHAPPELL,FRED,ME VOY CON VOSOTROS PARA SIEMPRE,NOVELA,DRAMA,,L-A2,12-CHA-VOY,LIBROS DEL ASTEROIDE,True,Sala de Estar
CHARRUAU,JUAN,UNA FAMILIA DE BANDIDOS EN 1973,NOVELA,AVENTURAS,,—,01-CHA-UNA,GAUDETE,True,Estudio Mayores
CHAUVEL,GENEVIÈVE,SALADINO,NOVELA,HISTÓRICA,,L-B1,12-CHA-SAL,EDHASA,True,Sala de Estar
CHAVES NOGALES,MANUEL,A SANGRE Y FUEGO,ENSAYO,POLÍTICA,●,L-B1,12-CHA-SAN,LIBROS DEL ASTEROIDE,True,Sala de Estar
CHEJOV,ANTÓN,EL VIOLÍN DE LOS ROTHSCHILD Y OTROS RELATOS,RELATO(S),—,●,L-A2,10-CHE-VIO,ALIANZA,True,General
CHEJOV,ANTÓN,LA GAVIOTA,TEATRO,—,●,L-B1,12-CHE-TIO,ALBA,True,Sala de Estar
CHEJOV,ANTÓN,TÍO VANIA,TEATRO,—,●,L-B1,12-CHE-TIO,NÓRDICA,True,Sala de Estar
CHENG,NIEN,LA DAMA DE SHANGHAI,NOVELA,DRAMA,,P-A2,04-CHE-DAM,MR ,True,Pequeños
CHESTERTON,GILBERT KEITH,EL HOMBRE QUE SABÍA DEMASIADO,NOVELA,NEGRA,●,L-A1,12-CHE-HOM,ACANTILADO,True,Sala de Estar
CHESTERTON,GILBERT KEITH,HEREJES,ENSAYO,HISTORIA,,P-A1,12-CHE-HER,ACANTILADO,True,Sala de Estar
CHESTERTON,GILBERT KEITH,LOS RELATOS DEL PADRE BROWN,RELATO(S),—,●,L-A2,12-CHE-REL,ACANTILADO,True,Sala de Estar
CHESTERTON,GILBERT KEITH,OBRAS COMPLETAS: BIOGRAFÍAS,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A1,20-CHE-OB4,PLAZA & JANÉS,True,Pequeños
CHESTERTON,GILBERT KEITH,OBRAS COMPLETAS: PADRE BROWN,NOVELA,NEGRA,,L-A2,20-CHE-OB2,PLAZA & JANÉS,True,Pequeños
CHESTERTON,GILBERT KEITH,ROBERT LOUIS STEVENSON,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,●,L-A1,20-CHE-ROB,PRE-TEXTOS,True,Pequeños
CHILD,LINCOLN,TORMENTA,NOVELA,NEGRA,,L-A2,08-CHI-TOR,PLAZA & JANÉS,True,Pequeños
CHOMSKY,NOAM,2001-09-11 00:00:00,ENSAYO,POLÍTICA,●,L-A2,17-CHO-11S,RBA,True,Pequeños
CHOMSKY,NOAM,DOS HORAS DE LUCIDEZ. IDEARIO DEL ÚLTIMO PENSADOR REBELDE DEL MILENIO,ENSAYO,POLÍTICA,,—,17-CHO-DOS,PENÍNSULA,True,Pequeños
CHOMSKY,NOAM,UNA NUEVA GENERACIÓN DICTA LAS REGLAS,ENSAYO,POLÍTICA,,—,17-CHO-NUE,CRÍTICA,True,Pequeños
CHRISTIE,AGATHA,A MURDER IS ANNOUNCED,NOVELA,INGLÉS,,L-A1,18-CHR-ANN,FONTANA,True,Pequeños
CHRISTIE,AGATHA,AUTOBIOGRAFÍA,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A2,20-CHR-AUT,MOLINO,True,Pequeños
CHRISTIE,AGATHA,CURTAIN: POIROT´S LAST CASE,NOVELA,INGLÉS,,—,18-CHR-CUR,FONTANA,True,Pequeños
CHRISTIE,AGATHA,DESPUÉS DEL FUNERAL,NOVELA,NEGRA,,—,08-CHR-MUE,CÍRCULO DE LECTORES,True,Pequeños
CHRISTIE,AGATHA,DIEZ NEGRITOS,NOVELA,NEGRA,,L-A1,08-CHR-DIE,DEBOLSILLO,True,Pequeños
CHRISTIE,AGATHA,DIEZ NEGRITOS,NOVELA,NEGRA,●,L-A1,08-CHR-DIE,RBA,True,Pequeños
CHRISTIE,AGATHA,LA CASA TORCIDA,NOVELA,NEGRA,,L-A1,08-CHR-CAS,MOLINO,True,Pequeños
CHRISTIE,AGATHA,LA CASA TORCIDA,NOVELA,NEGRA,,L-A1,08-CHR-DIE,DEBOLSILLO,True,Pequeños
CHRISTIE,AGATHA,LA MUERTE DE LORD EDGWARE,NOVELA,NEGRA,,—,08-CHR-MUE,CÍRCULO DE LECTORES,True,Pequeños
CHRISTIE,AGATHA,LA RATONERA,NOVELA,NEGRA,,L-A1,08-CHR-RAT,RBA,True,Pequeños
CHRISTIE,AGATHA,MURDER IN MESOPOTAMIA,NOVELA,INGLÉS,,L-A1,18-CHR-MES,FONTANA,True,Pequeños
CHRISTIE,AGATHA,MURDER IS EASY,NOVELA,INGLÉS,,L-A1,18-CHR-EAS,FONTANA,True,Pequeños
CHRISTIE,AGATHA,THE CLOCKS,NOVELA,INGLÉS,,L-A1,18-CHR-CLO,FONTANA,True,Pequeños
CHRISTIE,AGATHA,THE MURDER OF ROGER ACKROYD,NOVELA,INGLÉS,,L-A1,18-CHR-MUR,FONTANA,True,Pequeños
CHRISTIE,AGATHA,WHY DIDN´T THEY ASK EVANS?,NOVELA,INGLÉS,,—,18-CHR-WHY,FONTANA,True,Pequeños
CHUDOBA,BOHDAN,RUSIA Y EL ORIENTE DE EUROPA,ENSAYO,HISTORIA,,P-B1,16-CHU-RUS,RIALP,True,Pequeños
CICERÓN,,CATILINARIAS,ENSAYO,FILOSOFÍA,,—,13-CIC-CAT,GREDOS,True,Pequeños
CICERÓN,,LA AMISTAD,ENSAYO,FILOSOFÍA,,L-A2,13-CIC-AMI,TEMAS DE HOY,True,Pequeños
CLANCY,TOM,CLAVE RED RABBIT,NOVELA,NEGRA,,L-B1,08-CLA-CLA,PLANETA,True,Pequeños
CLANCY,TOM,DEUDA DE HONOR,NOVELA,BÉLICA,,L-B1,02-CLA-DEU,PLANETA,True,Pequeños
CLANCY,TOM,GUERREROS EN LA SOMBRA,NOVELA,BÉLICA,,—,02-CLA-GUE,SALVAT,True,Pequeños
CLANCY,TOM,LA CAZA DEL SUBMARINO RUSO,NOVELA,NEGRA,,L-A1,08-CLA-CAZ,PLAZA & JANÉS,True,Pequeños
CLANCY,TOM,LAS FAUCES DEL TIGRE,NOVELA,NEGRA,,L-B1,08-CLA-FAU,PLANETA,True,Pequeños
CLANCY,TOM,OPERACIÓN RAINBOW,NOVELA,BÉLICA,,L-B1,02-CLA-OPE,PLANETA,True,Pequeños
CLANCY,TOM,ÓRDENES EJECUTIVAS 1,NOVELA,BÉLICA,,L-B1,02-CLA-OR1,PLANETA,True,Pequeños
CLANCY,TOM,ÓRDENES EJECUTIVAS 2,NOVELA,BÉLICA,,L-B1,02-CLA-OR2,PLANETA,True,Pequeños
CLANCY,TOM,THE TEETH OF THE TIGER,NOVELA,INGLÉS,,L-B1,18-CLA-TEE,PUTNAM,True,Pequeños
"CLANCY, TOM","PIECZENIK, STEVE",OP-CENTER,NOVELA,BÉLICA,,L-A2,02-CLA-OPC,PLANETA,True,Pequeños
"CLANCY, TOM","PIECZENIK, STEVE",OP-CENTER. EL SILENCIO DEL KREMLIN,NOVELA,BÉLICA,,L-A2,02-CLA-SIL,BOOKET,True,Pequeños
"CLANCY, TOM","PIECZENIK, STEVE",OP-CENTER. EQUILIBRIO DE PODER,NOVELA,BÉLICA,,L-A2,02-CLA-EQU,PLANETA,True,Pequeños
"CLANCY, TOM","PIECZENIK, STEVE",OP-CENTER. JUEGOS DE ESTADO,NOVELA,BÉLICA,,L-B1,02-CLA-JUE,PLANETA,True,Pequeños
CLARK,MARY HIGGINS,¿DÓNDE TE ESCONDES?,NOVELA,NEGRA,,L-A1,08-CLA-DON,PLAZA & JANÉS,True,Pequeños
CLARK,MARY HIGGINS,EL SECRETO DE LA NOCHE,NOVELA,NEGRA,,L-A2,08-CLA-SEC,PLAZA & JANÉS,True,Pequeños
CLARK,MARY HIGGINS,EL ÚLTIMO ADIÓS,NOVELA,NEGRA,,L-B1,08-CLA-ULT,PLAZA & JANÉS,True,Pequeños
CLARK,MARY HIGGINS,ESCONDIDO EN LAS SOMBRAS,NOVELA,NEGRA,,L-A1,08-CLA-ESC,DEBOLSILLO,True,Pequeños
CLARK,MARY HIGGINS,PÉRDIDA EN SU MEMORIA,NOVELA,NEGRA,,L-A2,08-CLA-PER,PLAZA & JANÉS,True,Pequeños
CLARK,MARY HIGGINS,RECUERDOS DE OTRA VIDA,NOVELA,NEGRA,,—,08-CLA-REC,PLAZA & JANÉS,True,Pequeños
CLARKE,SUSANNA,JONATHAN STRANGE Y EL SEÑOR NORRELL,NOVELA,AVENTURAS,,L-A2,12-CLA-JON,SALAMANDRA,True,Sala de Estar
COBEN,HARLAN,EL MIEDO MÁS PROFUNDO,NOVELA,NEGRA,,—,08-COB-MIE,RBA,True,Pequeños
COELHO,PAULO,EL ALQUIMISTA,NOVELA,AVENTURAS,,L-B1,01-COE-ALQ,PLANETA,True,Estudio Mayores
COHEN,JOSHUA,LOS NETANYAHUS,NOVELA,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-A1,16-COH-NET,DE CONATUS,True,Pequeños
COLINAS,ANTONIO,LARGA CARTA A LA FRANCESA,NOVELA,DRAMA,,—,04-COL-LAR,SEIX BARRAL,True,Pequeños
COLLINS,SUZANNE,LOS JUEGOS DEL HAMBRE,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A2,05-COL-JUE,MOLINO,True,Estudio Mayores
COLLINS,SUZANNE,LOS JUEGOS DEL HAMBRE: EN LLAMAS,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-B1,05-COL-LLA,MOLINO,True,Estudio Mayores
COLLINS,WILKIE,ARMADALE,NOVELA,DRAMA,●,L-A2,04-COL-ARM,EDICIONES B,True,Pequeños
COLLINS,WILKIE,EL HOTEL ENCANTADO,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-COL-HOT,MONTESINOS,True,Estudio Mayores
COLLINS,WILKIE,EL SECRETO,NOVELA,DRAMA,,L-A2,12-COL-SEC,RIALP,True,Sala de Estar
COLLINS,WILKIE,EL SECRETO DE SARAH,NOVELA,NEGRA,,L-A2,08-COL-SEC,MONTESINOS,True,Pequeños
COLLINS,WILKIE,LA DAMA DE BLANCO,NOVELA,DRAMA,,L-A2,04-COL-DAM,BOOKET,True,Pequeños
COLLINS,WILKIE,THE MOONSTONE,NOVELA,INGLÉS,●,L-A2,18-COL-MOO,PENGUIN,True,Pequeños
COLLINS,WILKIE,THE WOMAN IN WHITE,NOVELA,INGLÉS,●,L-A2,18-COL-WOM,PENGUIN,True,Pequeños
COLOMA,LUIS,JEROMÍN,NOVELA,HISTÓRICA,,L-A2,06-COL-JER,TEBAS,True,Estudio Mayores
COLON,CRISTOBAL,DIARIO DE A BORDO,ENSAYO,HISTORIA,,P-A1,16-COL-DIA,TAURUS,True,Pequeños
COLÓN,CRISTÓBAL,DIARIO DE A BORDO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-A1,20-COL-DIA,TAURUS,True,Pequeños
COMELLAS,JOSE LUÍS,HISTORIA BREVE DE ESPAÑA CONTEMPORÁNEA,ENSAYO,HISTORIA,,L-A1,16-COM-HIS,RIALP,True,Pequeños
CONAN DOYLE,ARTHUR,EL ARCHIVO DE SHERLOCK HOLMES,NOVELA,NEGRA,,—,08-CON-SHE,AGUILAR,True,Pequeños
CONAN DOYLE,ARTHUR,EL PERRO DE LOS BASKERVILLE,NOVELA,NEGRA,,L-A1,08-CON-PER,RUEDA,True,Pequeños
CONAN DOYLE,ARTHUR,EL SABUESO DE LOS BASKERVILLE,NOVELA,NEGRA,,L-A1,08-CON-SAB,ALIANZA,True,Pequeños
CONAN DOYLE,ARTHUR,EL VALLE DEL TERROR,NOVELA,NEGRA,,L-A2,08-CON-SHE,AGUILAR,True,Pequeños
CONAN DOYLE,ARTHUR,LA REAPARICIÓN DE SHERLOCK HOLMES,NOVELA,NEGRA,,—,08-CON-SHE,AGUILAR,True,Pequeños
CONAN DOYLE,ARTHUR,SU ÚLTIMO SALUDO EN EL ESCENARIO,NOVELA,NEGRA,,—,08-CON-SHE,AGUILAR,True,Pequeños
CONDE,CARMEN,POESÍA FEMENINA ESPAÑOLA (1939-1950),POESÍA,—,,—,09-CON-POE2,BRUGUERA,True,Pequeños
CONDE,CARMEN,POESÍA FEMENINA ESPAÑOLA (1950-1960),POESÍA,—,,—,09-CON-POE1,BRUGUERA,True,Pequeños
CONDE,MARIO,MEMORIAS DE UN PRESO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-B2,20-CON-MEM,BOOKET,True,Pequeños
CONNELLY,MICHAEL,DEL OTRO LADO,NOVELA,NEGRA,,L-B1,08-CON-OTR,ALIANZA DE NOVELAS,True,Pequeños
CONNELLY,MICHAEL,ECHO PARK,NOVELA,NEGRA,,L-B1,08-CON-ECH,ROCA,True,Pequeños
CONNELLY,MICHAEL,EL INOCENTE,NOVELA,NEGRA,,L-B1,08-CON-INO,EDICIONES B,True,Pequeños
CONNELLY,MICHAEL,EL QUINTO TESTIGO,NOVELA,NEGRA,,L-B1,08-CON-QUI,RBA,True,Pequeños
CONNELLY,MICHAEL,LA OSCURIDAD DE LOS SUEÑOS,NOVELA,NEGRA,,L-B2,22-CON-OSC,ROCA,True,Primera Planta
CONNELLY,MICHAEL,LUNA FUNESTA,NOVELA,NEGRA,,L-A2,08-CON-LUN,EDICIONES B,True,Pequeños
CONNELLY,MICHAEL,NUEVE DRAGONES,NOVELA,NEGRA,,L-B1,08-CON-NUE,ROCA,True,Pequeños
CONNOLLY,JOHN,LOS HOMBRES DE LA GUADAÑA,NOVELA,NEGRA,,L-B1,12-CON-HOM,TUSQUETS,True,Sala de Estar
CONNOLLY,JOHN,PERFIL ASESINO,NOVELA,NEGRA,,L-B2,22-CON-PER,TUSQUETS,True,Primera Planta
CONNOLLY,JOHN,VOCES QUE SUSURRAN,NOVELA,NEGRA,,L-B2,22-CON-VOC,TUSQUETS,True,Primera Planta
