apellido,nombre,titulo,genero,tema,recomendado,calificacion,codigo,editorial,disponible,zona
ABADÍA,LEOPOLDO,LA CRISIS NINJA Y OTROS MISTERIOS DE LA ECONOMÍA ACTUAL,ENSAYO,POLÍTICA,,P-A1,17-ABA-CRI,ESPASA,True,Pequeños
ABOUELA,LEILA,LA TRADUCTORA,NOVELA,DRAMA,,—,04-ABO-TRA,LENGUA DE TRAPO,True,Pequeños
ACKROYD,PETER,"LONDRES, UN BIOGRAFÍA",ENSAYO,HISTORIA,,—,16-ACK-LON,EDHASA,True,Pequeños
ADLER,BILL,EL INGENIO DE CHURCHILL,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,20-ADL-ING,DIANA,True,Pequeños
ADLER-OLSEN,JUSSI,EL EFECTO MARCUS,NOVELA,NEGRA,,L-A2,08-ADL-EFE,MAEVA,True,Pequeños
ADLER-OLSEN,JUSSI,LOS CHICOS QUE CAYERON EN LA TRAMPA,NOVELA,NEGRA,,—,08-ADL-CHI,MAEVA,True,Pequeños
AGASSI,ANDRE,OPEN,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-B1,20-AGA-OPE,ESFERA DE LOS LIBROS,True,Pequeños
AGUALUSA,JOSÉ EDUARDO,NACIÓN CRIOLLA,NOVELA,HISTÓRICA,,L-B1,12-AGU-NAC,ALIANZA,True,Sala de Estar
AGUIRRE,ESPERANZA,DISCURSOS PARA LA LIBERTAD,ENSAYO,POLÍTICA,,—,16-AGU-DIS,CIUDADELA,True,Pequeños
AKUNIN,BORIS,CONSPIRACIÓN EN MOSCÚ,NOVELA,NEGRA,●,L-A2,12-AKU-CON,SALAMANDRA,True,Sala de Estar
AKUNIN,BORIS,EL ÁNGEL CAÍDO,NOVELA,NEGRA,●,L-A1,12-AKU-ÁNG,SALAMANDRA,True,Sala de Estar
AKUNIN,BORIS,GAMBITO TURCO,NOVELA,NEGRA,●,L-A2,12-AKU-GAM,SALAMANDRA,True,Sala de Estar
AKUNIN,BORIS,MUERTE EN EL LEVIATÁN,NOVELA,NEGRA,●,L-A1,12-AKU-MUE,SALAMANDRA,True,Sala de Estar
ALARCÓN,PEDRO ANTONIO ,EL CLAVO Y OTROS RELATOS DE MISTERIO Y CRIMEN,RELATO(S),—,,—,10-ALA-CLA,FONTAMARA,True,General
ALARCÓN,PEDRO ANTONIO ,LA VERDAD SOSPECHOSA,TEATRO,—,●,L-A1,11-ALA-VER,CASTALIA,True,Pequeños
ALBOM,MITCH,MARTES CON MI VIEJO PROFESOR,NOVELA,DRAMA,,L-B1,04-ALB-MAR,MAEVA,True,Pequeños
ALCAIDE,JUAN,ANTOLOGÍA POÉTICA,POESÍA,—,,L-A1,09-ALC-ANT,DONCEL,True,Pequeños
ALCÁNTARA,MANUEL,LA MITAD DEL TIEMPO,RELATO(S),—,,L-A2,10-ALC-MIT,DONCEL,True,General
ALDECOA,IGNACIO,CUENTOS COMPLETOS,RELATO(S),—,●,L-A2,12-ALD-CUE,ALFAGUARA,True,Sala de Estar
ALDECOA,IGNACIO,LA TIERRA DE NADIE Y OTROS RELATOS,RELATO(S),—,,L-A2,10-ALD-TIE,SALVAT,True,General
ALDECOA,IGNACIO,LA TIERRA DE NADIE Y OTROS RELATOS,RELATO(S),—,,L-A2,10-ALD-TIE,SALVAT,True,General
ALEIXANDRE,VICENTE,MIS POEMAS MEJORES,POESÍA,—,●,L-A1,09-ALE-POE,HISPÁNICA,True,Pequeños
ALEXANDRU,DAFNI,"ADIÓS, ALEJANDRÍA",NOVELA,HISTÓRICA,,—,12-ALE-ADI,DESTINO,True,Sala de Estar
ALIGHERI,DANTE,LA DIVINA COMEDIA,NOVELA,CLÁSICA,●,L-A1,03-ALI-DIV,BRUGUERA,True,Pequeños
ALLAN POE,EDGAR,TODOS LOS CUENTOS 1,RELATO(S),—,●,L-B1,12-ALL-TO1,GALAXIA GUTTENBERG,True,Sala de Estar
ALLAN POE,EDGAR,TODOS LOS CUENTOS 2,RELATO(S),—,●,L-B1,12-ALL-TO2,GALAXIA GUTTENBERG,True,Sala de Estar
ALLENDE,ISABEL,EL REINO DEL DRAGÓN DE ORO,NOVELA,DRAMA,,L-A1,04-ALL-REI,ARETÉ,True,Pequeños
ALONSO,DÁMASO,CONCIONERO Y ROMANCERO ESPAÑOL,POESÍA,—,,L-A2,09-ALO-CAN,SALVAT,True,Pequeños
ALONSO-ALLENDE,ALFREDO,DOS GAVIOTAS VISITAN BILBAO,NOVELA,AVENTURAS,,L-A1,01-ALO-DOS,BETA,True,Estudio Mayores
ALONSO-ALLENDE,ALFREDO,DOS GAVIOTAS VISITAN BILBAO,NOVELA,AVENTURAS,,L-A1,01-ALO-DOS,BETA,True,Estudio Mayores
ALONSO-ALLENDE,ALFREDO,SER AMIGOS,ENSAYO,PEDAGOGÍA/CIENCIA,,L-A1,19-ALO-SER,EDICIONES INTERNACIONALES UNIVERSITARIAS,True,Pequeños
ALONSO-ALLENDE,ALFREDO,SER AMIGOS,ENSAYO,PEDAGOGÍA/CIENCIA,,L-A1,19-ALO-SER,EDICIONES INTERNACIONALES UNIVERSITARIAS,True,Pequeños
ALTOZANO,GONZALO,NO ES BUENO QUE DIOS ESTÉ SOLO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-A1,20-ALT-NOE,CIUDADELA,True,Pequeños
ALVAR,MANUEL,EL ROMANCERO ,POESÍA,—,,—,09-ALV-ROM,NUC,True,Pequeños
ÁLVAREZ,BLANCA,EL CURSO EN QUE ME ENAMORÉ DE TI,NOVELA,DRAMA,,L-A1,04-ÁLV-CUR,NAUTILUS,True,Pequeños
ÁLVAREZ CONQUEIRO,HNOS.,EL GENIO ALEGRE,TEATRO,—,,L-A1,11-ALV-PUE,AUSTRAL,True,Pequeños
ÁLVAREZ CONQUEIRO,HNOS.,PUEBLA DE LAS MUJERES,TEATRO,—,,L-A1,11-ALV-PUE,AUSTRAL,True,Pequeños
ÁLVAREZ IZQUIERDO,RAFAEL,GAUDÍ,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A1,20-ALV-GAU,PALABRA,True,Pequeños
ÁLVAREZ PALENZUELA,VICENTE ÁNGEL,EL CISMA DE OCCIDENTE,ENSAYO,HISTORIA,,P-A1,16-ALV-CIS,RIALP,True,Pequeños
ÁLVAREZ PÉREZ,MARÍA MERCEDES,CAMINO A AUSCHWITZ. EDITH STEIN,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A1,20-ALV-CAM,MAGISTERIO CASALS,True,Pequeños
AMBLER,ERIC,CHANTAJE EN ORIENTE,NOVELA,NEGRA,,—,08-AMB-CHA,PLANETA,True,Pequeños
AMBLER,ERIC,LA CONSPIRACIÓN INTERCOM,NOVELA,NEGRA,,L-A2,08-AMB-CON,PLANETA,True,Pequeños
AMBLER,ERIC,LA MÁSCARA DE DIMITRIOS,NOVELA,NEGRA,,L-B1,12-AMB-MAS,RBA,True,Sala de Estar
AMÉZAGA,ELÍAS,A LA CONTRA,TEATRO,,,—,11-AME-CON,BILBAO,True,Pequeños
ANANTA TOER,PRAMOEDYA,TIERRA HUMANA,NOVELA,DRAMA,,—,12-ANA-TIE,DESTINO,True,Sala de Estar
ANDAHAZI,FEDERICO,EL SECRETO DE LOS FLAMENCOS,NOVELA,NEGRA,,—,12-AND-SEC,DESTINO,True,Sala de Estar
ANDERSEN,HANS CHRISTIAN,CUENTOS COMPLETOS 1,RELATO(S),—,●,L-A1,12-AND-CU1,ANAYA,True,Sala de Estar
ANDERSEN,HANS CHRISTIAN,CUENTOS COMPLETOS 2,RELATO(S),—,●,L-A1,12-AND-CU2,ANAYA,True,Sala de Estar
ANDERSEN,HANS CHRISTIAN,CUENTOS COMPLETOS 3,RELATO(S),—,●,L-A1,12-AND-CU3,ANAYA,True,Sala de Estar
ANDERSEN,HANS CHRISTIAN,CUENTOS COMPLETOS 4,RELATO(S),—,●,L-A1,12-AND-CU4,ANAYA,True,Sala de Estar
ANDRIC,IVO,UN PUENTE SOBRE EL DRINA,NOVELA,HISTÓRICA,●,L-A2,06-AND-PUE,DEBOLSILLO,True,Estudio Mayores
ANÓNIMO,—,CANTAR DE LOS NIBELUNGOS,NOVELA,CLÁSICA,,L-A1,12-ANO-CAN,CÁTEDRA,True,Sala de Estar
ANÓNIMO,—,CANTAR DE ROLDÁN,NOVELA,CLÁSICA,,L-A1,12-ANO-CAN,CÁTEDRA,True,Sala de Estar
ANÓNIMO,—,EL ROMANCERO VIEJO,POESÍA,—,,L-A1,12-ANO-ROM,CÁTEDRA,True,Sala de Estar
ANÓNIMO,—,LA VIDA DE ESTEBANILLO CONZÁLEZ,NOVELA,CLÁSICA,,L-A1,03-ANO-VID,AUSTRAL,True,Pequeños
ANÓNIMO,—,LAZARILLO DE TORMES,NOVELA,CLÁSICA,,L-A1,03-ANO-LAZ,SALVAT,True,Pequeños
ANÓNIMO,—,LAZARILLO DE TORMES,NOVELA,CLÁSICA,,L-A2,03-ANO-LAZ,CÁTEDRA,True,Pequeños
ANÓNIMO,—,LIBRO DE ALEXANDRE,NOVELA,CLÁSICA,,L-A1,12-ANO-LIB,CÁTEDRA,True,Sala de Estar
ANÓNIMO,—,LIBRO DE APOLONIO,POESÍA,—,,L-A1,12-ANO-LIB,CÁTEDRA,True,Sala de Estar
ANÓNIMO,—,LIBRO DE CABALLERO ZIFAR,POESÍA,—,,L-A1,12-ANO-CAB,CÁTEDRA,True,Sala de Estar
ANÓNIMO,—,POEMA DE FERNÁN GONZÁLEZ,POESÍA,—,,L-A1,12-ANO-POE,CÁTEDRA,True,Sala de Estar
ANÓNIMO,—,SIR GAWAIN Y EL CABALLERO VERDE,NOVELA,FANTÁSTICA/CIENCIA FICCIÓN,,L-A1,05-ANO-SIR,ALIANZA,True,Estudio Mayores
ANSÓN,FERNANDO,FERNANDO III. REY DE CASTILLA Y LEÓN.,ENSAYO,HISTORIA,,P-A2,16-ANS-FER,PALABRA,True,Pequeños
APPELFELD,AHARON,VÍA FÉRREA,NOVELA,BÉLICA,,—,02-APP-VIA,LOSADA,True,Pequeños
ARAGÓN BERMÚDEZ,EMILIO,MIENTRAS DUERMEN LOS MURCIÉLAGOS,NOVELA,BÉLICA,,—,02-ARA-MIE,PLANETA,True,Pequeños
ARAMBURU,FERNANDO,PATRIA,NOVELA,DRAMA,●,L-C1,22-ARA-PAT,TUSQUETS,True,Primera Planta
ARANGUREN,JAVIER,¿PUEDO ESTAR SEGURO DE ALGO?,ENSAYO,FILOSOFÍA,,P-A1,13-ARA-PUE,DECLÉE DE BROUWER,True,Pequeños
ARANGUREN,JAVIER,LO QUE PESA EL HUMO,ENSAYO,FILOSOFÍA,,P-A1,13-ARA-LOQ,RIALP,True,Pequeños
ARANGUREN,JAVIER,VOCES FILOSÓFICAS,ENSAYO,FILOSOFÍA,●,P-A1,13-ARA-VOC,UMELIA,True,Pequeños
ARANGUREN,MIGUEL,CUANDO EL OTOÑO SE LEVANTA,NOVELA,AVENTURAS,,L-A1,01-ARA-CUA,BELACQUA,True,Estudio Mayores
ARANGUREN,MIGUEL,DESDE UN TREN AFRICANO,NOVELA,AVENTURAS,,L-A1,01-ARA-DES,ESPASA,True,Estudio Mayores
ARANGUREN,MIGUEL,EL MIRADOR DEL VALLE,NOVELA,AVENTURAS,,L-A1,01-ARA-MIR,TEMPO,True,Estudio Mayores
ARCHER,JEFFREY,EL UNDÉCIMO MANDAMIENTO,NOVELA,NEGRA,,L-A2,08-ARC-UND,GRIJALBO,True,Pequeños
ARCHER,JEFFREY,JUEGO DE DESTINOS,NOVELA,BÉLICA,,—,02-ARC-JUE,GUSTAVO GILI,True,Pequeños
ARCIPRESTE DE HITA,JUAN RUIZ,LIBRO DEL ARCIPRESTE O DEL BUEN AMOR,NOVELA,CLÁSICA,,L-B1,12-ARC-LIB,AUSTRAL,True,Sala de Estar
AREÁN,CARLOS,CULTURA AUTOCTONA HISPANA,ENSAYO,HISTORIA,,P-A1,16-ARE-CUL,NUC,True,Pequeños
ARELLANO,IGNACIO,EL JARDÍN DE LOS CLÁSICOS,ENSAYO,ARTE,,—,15-ARE-JAR,EUNSA,True,Pequeños
ARGUIJO,PAULINO,TOLKIEN,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A1,20-ARG-TOL,PALABRA,True,Pequeños
ARIOSTO,LUDOVICO,ORLANDO FURIOSO. VOLUMEN I,NOVELA,CLÁSICA,,L-A1,12-ARI-OR1,CÁTEDRA,True,Sala de Estar
ARIOSTO,LUDOVICO,ORLANDO FURIOSO. VOLUMEN II,NOVELA,CLÁSICA,,L-A1,12-ARI-OR2,CÁTEDRA,True,Sala de Estar
ARISTÓFANES,—,COMEDIA I,TEATRO,—,●,L-A2,12-ARI-COM,GREDOS,True,Sala de Estar
ARISTÓTELES,—,ÉTICA A NICÓMACO,ENSAYO,FILOSOFÍA,●,P-A1,13-ARI-ETI,ALIANZA,True,Pequeños
ARRIAGA,EMILIANO,LA PASTELERÍA,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,12-ARR-PAS,MUELLE DE URIBITARTE,True,Sala de Estar
ARROYO,RAYMOIND,MADRE ANGÉLICA,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-B1,20-ARR-MAD,PALABRA,True,Pequeños
ASHLEY,MICHAEL,LOS MEJORES RELATOS DE CIENCIA FICCIÓN. LA ERA DEL CAMBIO 1956-1965,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-ASH-MEJ,MARTÍNEZ ROCA,True,Estudio Mayores
ASIMOV,ISAAC,LOS LÍMITES DE LA FUNDACIÓN,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-B1,05-ASI-LIM,PLAZA & JANÉS,True,Estudio Mayores
ASIMOV,ISAAC,"YO, ROBOT",NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-B1,05-ASI-YOR,EDHASA,True,Estudio Mayores
ASIMOV,ISAAC,"YO, ROBOT",NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A2,05-ASI-YOR,EDHASA,True,Estudio Mayores
ATXAGA,BERNARDO,LISTA DE LOCOS Y OTROS ALFABETOS,ENSAYO,PEDAGOGÍA/CIENCIA,●,P-B2,22-ATX-LIS,SIRUELA,True,Primera Planta
ATXAGA,BERNARDO,OBABAKOAK,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-B1,05-ATX-OBA,EDICIONES B,True,Estudio Mayores
ATXAGA,BERNARDO,UN ESPÍA LLAMADO SARA,NOVELA,HISTÓRICA,,L-A1,06-ATX-ESP,ACENTO,True,Estudio Mayores
AUGUSTIN,ERNST,EL SUEÑO AMERICANO,NOVELA,BÉLICA,,L-A2,02-AUG-SUE,SEIX BARRAL,True,Pequeños
AUSTEN,JANE,EMMA,NOVELA,DRAMA,,L-A1,04-AUS-EMM,DEBOLSILLO,True,Pequeños
AUSTEN,JANE,ORGULLO Y PREJUICIO,NOVELA,DRAMA,●,L-A2,04-AUS-ORG,PLAZA & JANÉS,True,Pequeños
AUSTEN,JANE,PERSUASIÓN,NOVELA,DRAMA,,L-A2,04-AUS-PER,PLAZA & JANÉS,True,Pequeños
AUSTER,PAUL,LA TRILOGÍA DE NUEVA YORK,NOVELA,DRAMA,,—,12-AUS-TRI,ANAGRAMA,True,Sala de Estar
AUSTER,PAUL,SMOKE & BLUE IN THE FACE,NOVELA,DRAMA,,L-A2,12-AUS-SMO,ANAGRAMA,True,Sala de Estar
"AUSTER, PAUL","MESSER, SAM",LA HISTORIA DE MI MÁQUINA DE ESCRIBIR,RELATO(S),—,●,L-A1,12-AUS-HIS,ANAGRAMA,True,Sala de Estar
AVELLANAR,GERTRUDIS,BALTASAR,TEATRO,—,,L-A2,11-AVE-BAL,ANAYA,True,Pequeños
AYESTA,JULIÁN,HELENA O EL MAR DEL VERANO,NOVELA,DRAMA,●,L-B1,12-AYE-HEL,ACANTILADO,True,Sala de Estar
AYLLÓN,JOSÉ RAMÓN,10 ATEOS CAMBIARON DE AUTOBÚS,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-A1,20-AYL-DIE,PALABRA,True,Pequeños
AYLLÓN,JOSÉ RAMÓN,CIUDADANO CHESTERTON,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-A1,20-AYL-CIU,PALABRA,True,Pequeños
AYLLÓN,JOSÉ RAMÓN,DIOS Y LOS NÁUFRAGOS,ENSAYO,FILOSOFÍA,,P-A1,13-AYL-DIO,BELACQUA,True,Pequeños
AYLLÓN,JOSÉ RAMÓN,EN TORNO AL HOMBRE,ENSAYO,FILOSOFÍA,,P-A1,13-AYL-TOR,RIALP,True,Pequeños
AYLLÓN,JOSÉ RAMÓN,ÉTICA RAZONADA,ENSAYO,FILOSOFÍA,,P-A1,13-AYL-ETI,PALABRA,True,Pequeños
AYLLÓN,JOSÉ RAMÓN,FILOSOFÍA MÍNIMA,ENSAYO,FILOSOFÍA,●,P-A1,13-AYL-FIL,ARIEL,True,Pequeños
AYLLÓN,JOSÉ RAMÓN,LA BUENA VIDA,ENSAYO,FILOSOFÍA,,P-A1,13-AYL-BUE,MR,True,Pequeños
AYLLÓN,JOSÉ RAMÓN,QUERIDO BRUTO,NOVELA,HISTÓRICA,,L-A1,06-AYL-QUE,ACENTO,True,Estudio Mayores
AZNAR,JOSÉ MARÍA,OCHO AÑOS DE GOBIERNO. UNA VISIÓN PERSONAL DE ESPAÑA,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,P-A2,20-AZN-OCH,PLANETA,True,Pequeños
AZNAR,JOSÉ MARÍA,RETRATOS Y PERFILES. DE FRAGA A BUSH,ENSAYO,POLÍTICA,,P-A2,17-AZN-RET,PLANETA,True,Pequeños
BACCALARIO,P. D.,LA VERDADERA HISTORIA DEL CAPITÁN GARFIO,NOVELA,AVENTURAS,,—,01-BAC-VER,LA GALERA,True,Estudio Mayores
BACIGALUPE,ALBERTO,BELAUSTE. EL CABALLERO DE LA FURIA,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,12-BAC-BEL,MUELLE DE URIBITARTE,True,Sala de Estar
BACIGALUPE,CARLOS,ARTURO CASTILLA QUE SOÑABA CIRCOS,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,12-BAC-ART,MUELLE DE URIBITARTE,True,Sala de Estar
BAER,ROBERT,SOLDADO DE LA CIA,ENSAYO,HISTORIA,●,—,12-BAE-SOL,CRÍTICA,True,Sala de Estar
BALDACCI,DAVID,BUENA SUERTE,NOVELA,NEGRA,,L-A2,08-BAL-BUE,EDICIONES B,True,Pequeños
BALDACCI,DAVID,EL OBJETIVO,NOVELA,NEGRA,,—,22-BAL-OBJ,PENGUIN,True,Primera Planta
BALDACCI,DAVID,EN EL ULTIMO MINUTO,NOVELA,NEGRA,,L-A2,08-BAL-ULT,EDICIONES B,True,Pequeños
BALDACCI,DAVID,JUSTICIA DIVINA,NOVELA,NEGRA,,L-B1,08-BAL-JUS,EDICIONES B,True,Pequeños
BALDACCI,DAVID,LA ESQUINA DEL INFIERNO,NOVELA,NEGRA,,L-A1,08-BAL-ESQ,EDICIONES B,True,Pequeños
BALDACCI,DAVID,LOS INOCENTES,NOVELA,NEGRA,,L-B1,08-BAL-INO,EDICIONES B,True,Pequeños
BALDACCI,DAVID,UNA FRACCIÓN DE SEGUNDO,NOVELA,NEGRA,,L-B1,08-BAL-FRA,EDICIONES B,True,Pequeños
BALSERA,ANTONIO,A PALO SECO,POESÍA,—,,—,09-BAL-PAL,RIQUELME Y VARGAS,True,Pequeños
BAMM,PETER,LA BANDERA INVISIBLE,NOVELA,BÉLICA,,L-A2,02-BAM-BAN,PALABRA,True,Pequeños
BÁNFFY,MIKLÓS,EL REINO DIVIDIDO,NOVELA,HISTÓRICA,,L-B1,12-BÁN-REI,LIBROS DEL ASTEROIDE,True,Sala de Estar
BÁNFFY,MIKLÓS,LAS ALMAS JUZGADAS,NOVELA,HISTÓRICA,,L-B1,12-BÁN-ALM,LIBROS DEL ASTEROIDE,True,Sala de Estar
BANNALEC,JEAN-LUC,EL MISTERIO DE PONT-AVEN,NOVELA,NEGRA,,L-A2,08-BAN-MIS,GRIJALBO,True,Pequeños
BANNALEC,JEAN-LUC,MUERTE EN LAS ISLAS,NOVELA,NEGRA,●,L-A1,08-BAN-MUE,GRIJALBO,True,Pequeños
BANNALEC,JEAN-LUC,UN CADÁVER EN PORT DU BÉLON,NOVELA,NEGRA,,L-A2,08-BAN-CAD,GRIJALBO,True,Pequeños
BANNALEC,JEAN-LUC,UN CRIMEN BRETÓN,NOVELA,NEGRA,,L-A2,08-BAN-CRI,GRIJALBO,True,Pequeños
BAQUEDANO,LUCÍA,CINCO PANES DE CEBADA,NOVELA,AVENTURAS,●,L-A1,01-BAQ-CIN,SM,True,Estudio Mayores
BARBE-GALL,FRANÇOISE,CÓMO MIRAR UN CUADRO,ENSAYO,ARTE,,—,15-BAR-COM,LUNWERG,True,Pequeños
BARICCO,ALESSANDRO,OCÉANO MAR,NOVELA,DRAMA,,L-B1,12-BAR-OCE,ANAGRAMA,True,Sala de Estar
BARKER,A. J.,MIDWAY. MOMENTO CRÍTICO,ENSAYO,HISTORIA,,—,16-BAR-MID,SAN MARTÍN,True,Pequeños
BAROJA,PÍO,LA BUSCA,NOVELA,DRAMA,●,L-A1,04-BAR-BUS,CARO REGGIO,True,Pequeños
BAROJA,PÍO,ZALACAÍN EL AVENTURERO,NOVELA,AVENTURAS,,L-A1,12-BAR-ZAL,AUSTRAL,True,Sala de Estar
BARR McCUTCHEON,GEORGE,LOS MILLONES DE BREWSTER,NOVELA,AVENTURAS,●,L-A2,01-BAR-MIL,ALBA,True,Estudio Mayores
BARREAU,NICOLAS,PARIS ES SIEMPRE UNA BUENA IDEA,NOVELA,DRAMA,,—,22-BAR-PAR,ESPASA,True,Primera Planta
BASHEVIS SINGER,ISAAC,KROCHMALNA Nº10,RELATO(S),—,,L-B1,10-BAS-KRO,EDICIONES SM,True,General
BASSETT,RICHARD,EL ENIGMA DEL ALMIRANTE CANARIS,ENSAYO,HISTORIA,,—,12-BAS-ENI,CRÍTICA,True,Sala de Estar
BECQUER,GUSTAVO ADOLFO,"POÉTICA, NARRATIVA Y PAPELES PERSONALES",POESÍA,—,,L-A2,09-BEC-POE,ALIANZA,True,Pequeños
BEEVOR,ANTONY,BERLÍN. LA CAIDA: 1945,ENSAYO,HISTORIA,●,P-B1,12-BEE-VER,CRÍTICA,True,Sala de Estar
BENAVENTE,JACINTO,LOS INTERESES CREADOS,TEATRO,—,●,L-A2,11-BEN-INT,SALVAT,True,Pequeños
BENAVENTE,JACINTO,LOS INTERESES CREADOS,TEATRO,—,●,L-A2,11-BEN-INT,AUSTRAL,True,Pequeños
BENAVENTE,JACINTO,SEÑORA AMA,TEATRO,—,,L-B1,11-BEN-INT,AUSTRAL,True,Pequeños
BENET,JUAN,HERRUMBROSAS LANZAS,,BÉLICA,●,L-A2,12-BEN-HER,ALFAGUARA,True,Sala de Estar
BENNETT,ALAN,UNA LECTORA NADA COMÚN,NOVELA,DRAMA,●,L-A1,12-BEN-UNA,ANAGRAMA,True,Sala de Estar
BENSON,ROBERT HUGH,EL AMO DEL MUNDO,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A2,12-BEN-AMO,GALAXIA GUTTENBERG,True,Sala de Estar
BENYELLÚN,ABDELMAYID,DE LA NIÑEZ,NOVELA,DRAMA,,L-A2,04-BEN-DEL,EDIC. OYM,True,Pequeños
BERMÚDEZ DE CASTRO,JOSÉ MARÍA,EL CHICO DE LA GRAN DOLINA. EN LOS ORIGENES DE LO HUMANO,ENSAYO,PEDAGOGÍA/CIENCIA,,—,19-BER-CHI,CRÍTICA,True,Pequeños
BERNANOS,GEORGES,DIARIO DE UN CURA RURAL,NOVELA,DRAMA,,L-A1,12-BER-DIA,ENCUENTRO,True,Sala de Estar
BERNARD,JEAN,UN SACERDOTE EN DACHAU,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,●,L-A1,20-VER-SAC,PALABRA,True,Pequeños
BERZOSA,RAÚL,HACIA EL AÑO 2000: ¿QUÉ NOS ESPERA EN EL SIGLO XXI?,ENSAYO,POLÍTICA,,—,17-BER-HAC,DESCLÉE DE BROUWER,True,Pequeños
BILBAO-GOYOAGA,JESÚS,EL GENIO DE LA RÍA. UNA EVOCACIÓN DESDE LA RIBERA DE DEUSTO,ENSAYO,ARTE,,—,15-BIL-GEN,MUELLE DE URIBITARTE,True,Pequeños
BIOY CASARES,ADOLFO,LA INVENCIÓN DE MOREL,NOVELA,NEGRA,●,L-B1,12-BIO-INV,DESTINO,True,Sala de Estar
BLACK,BENJAMIN,EL LÉMUR,NOVELA,NEGRA,●,—,12-BLA-LEM,ALFAGUARA,True,Sala de Estar
BOCOS,FERMIN,EL RESPLANDOR DE LA GLORIA,NOVELA,HISTÓRICA,,L-A2,06-BOC-RES,PLAZA & JANÉS,True,Estudio Mayores
BOCOS,FERMÍN,LA VENGANZA DE BYRON,NOVELA,HISTÓRICA,●,—,06-BOC-VEN,BELACQUA,True,Estudio Mayores
BORGES,JORGE LUIS,ANTOLOGÍA POÉTICA 1923-1977,POESÍA,—,●,L-A2,09-BOR-ANT,ALIANZA,True,Pequeños
BORGES,JORGE LUIS,EL ALEPH,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-B1,12-BOR-ALE,DESTINO,True,Sala de Estar
BOTELLA,ANABEL,OJOS AZULES EN KABUL,NOVELA,DRAMA,,L-B1,04-BOT-OJO,PLATAFORMA,True,Pequeños
BOTELLA,ANABEL,OJOS AZULES EN KABUL,NOVELA,DRAMA,,L-A2,04-BOT-OJO,NEO,True,Pequeños
BOURGET,PAUL,EL DISCÍPULO,NOVELA,DRAMA,●,L-A2,04-BOU-DIS,DEBATE,True,Pequeños
BOYNE,JOHN,EL NIÑO EN LA CIMA DE LA MONTAÑA,NOVELA,DRAMA,,L-B1,04-BOY-NIÑ,SALAMANDRA,True,Pequeños
BOZAL,VALERIANO,JOHANNES VERMEER DE DELFT,ENSAYO,ARTE,,—,15-BOZ-JOH,TF EDITORES,True,Pequeños
BRADBURY,RAY,MUCHO DESPUÉS DE MEDIANOCHE,RELATO(S),—,●,L-A2,10-BRA-MUC,MINOTAURO,True,General
BRADLEE,BEN,LA VIDA DE UN PERIODISTA,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-B1,20-BRA-VID,AGUILAR,True,Pequeños
BRADSHAW,GILLIAM,EL CONTADOR DE ARENA,NOVELA,HISTÓRICA,,L-A1,06-BRA-CON,SALAMANDRA,True,Estudio Mayores
BRADSHAW,GILLIAM,EL FARO DE ALEJANDRÍA,NOVELA,HISTÓRICA,,L-B1,06-BRA-FAR,EMECÉ,True,Estudio Mayores
BRADSHAW,GILLIAM,PÚRPURA IMPERIAL,NOVELA,HISTÓRICA,,L-B1,06-BRA-PUR,EMECÉ,True,Estudio Mayores
BRADSHAW,GILLIAM,TEODORA. EMPERATRIZ DE BIZANCIO,NOVELA,HISTÓRICA,,L-B1,06-BRA-TEO,EMECÉ,True,Estudio Mayores
BRAJNOVIC,LUKA,EL POEMA AMERICANO,POESÍA,—,,—,09-BRA-POE,PGLA,True,Pequeños
BRAJNOVIC,LUKA,EX PONTO,POESÍA,—,,—,09-BRA-EXP,PGLA,True,Pequeños
BRANDMULLER,WALTER,GALILEO Y LA IGLESIA,ENSAYO,HISTORIA,,P-A2,16-BRA-GAL,RIALP,True,Pequeños
